資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,天候,地形,路面状態,道路形状,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,地点　緯度（北緯）_1,地点　経度（東経）_1,曜日(発生年月日),祝日(発生年月日),認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）
true,41,103,17,2,0,1,30000,0,202,2022,11,16,15,49,13,6,18,16,31,1,2,1,14,7,0,0,0,0,2,9,1,70,5,2,21,45,1,4,51,31,41,1,0,1,0,11,0,3,0,10,10,3,3,2,0,2,0,4,2,361949030,1392731914,36.330286,139.458865,4,3,9999,0,9,0
true,41,103,18,2,0,1,20000,0,202,2023,1,25,14,55,12,6,47,16,58,1,3,1,14,7,0,0,0,0,3,9,1,70,4,2,21,25,75,3,14,31,31,1,11,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,362104334,1392814005,36.351204,139.470557,4,3,9999,650,1,9
true,41,103,19,2,0,1,10050,0,202,2022,10,25,15,50,12,5,56,16,52,2,2,1,14,1,0,0,0,0,4,9,1,70,4,2,21,25,45,3,4,31,31,1,1,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,361911309,1392459371,36.319808,139.416492,3,3,9999,9999,1,1
true,41,103,20,2,0,3,99000,0,202,2023,1,22,18,34,22,6,49,16,55,1,3,1,0,7,0,0,0,0,0,0,20,70,0,4,21,35,75,3,14,31,31,1,11,1,2,11,11,10,10,30,30,3,3,2,2,2,2,4,4,362006817,1392812320,36.335227,139.470089,1,3,9999,207,1,9
true,41,103,21,2,0,1,30000,0,202,2023,1,28,17,12,21,6,46,17,1,1,3,1,14,7,0,0,0,0,1,9,1,70,4,2,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,361917119,1392701476,36.321422,139.45041,7,3,0,0,0,0
true,41,103,22,2,0,1,30000,0,202,2023,1,29,13,45,12,6,45,17,2,1,2,1,1,7,1,22,9,22,15,6,30,70,4,2,21,75,25,4,4,31,31,1,1,1,1,11,11,10,4,50,40,3,3,2,2,2,2,4,2,361959714,1392556410,36.333254,139.432336,1,3,209,9999,1,1
true,41,103,23,2,0,1,99000,0,202,2023,1,24,19,46,22,6,48,16,57,1,1,1,0,7,0,0,0,0,0,0,20,70,0,4,21,1,55,3,4,31,31,1,1,1,1,11,11,10,10,30,30,3,3,2,2,2,2,4,2,362117762,1392348768,36.354934,139.39688,3,3,9999,9999,1,9
true,41,104,1,2,0,1,500,543,204,2023,1,4,1,7,22,6,53,16,38,1,1,1,1,1,9,22,9,22,18,9,30,70,1,2,21,45,35,4,51,31,41,1,0,1,0,11,0,10,0,81,44,2,2,2,0,2,0,4,2,361746720,1393613932,36.296311,139.60387,4,3,9999,0,1,0
true,41,104,2,2,0,1,30000,0,204,2023,1,2,8,38,12,6,53,16,36,1,1,1,1,7,9,22,1,21,15,9,30,70,5,3,21,25,25,3,51,31,41,1,0,1,0,11,0,10,0,80,20,3,3,2,0,2,0,4,2,361738843,1393603686,36.294123,139.601024,2,1,9999,0,5,0
true,41,104,3,2,0,1,30000,0,204,2023,1,5,10,5,12,6,53,16,38,1,3,1,1,2,1,21,1,21,14,9,30,70,5,4,21,65,75,3,51,31,41,1,0,1,0,11,0,3,0,80,10,3,3,2,0,2,0,4,2,362159764,1393533047,36.366601,139.592513,5,3,9999,0,9,0
true,41,104,4,2,0,1,30000,0,204,2023,1,8,5,47,22,6,53,16,41,1,3,1,14,7,0,0,0,0,3,9,1,70,5,4,1,35,55,36,61,31,0,0,0,0,0,11,0,10,0,10,0,3,0,0,0,0,0,4,2,362108690,1393444548,36.352414,139.579041,1,2,9999,0,1,0
true,41,104,5,2,0,1,30000,0,204,2023,1,2,21,25,22,6,53,16,36,1,1,1,14,7,0,0,0,0,3,9,1,70,4,2,21,35,1,4,4,31,31,1,1,1,1,11,11,10,10,81,22,3,3,2,2,2,2,4,2,361751216,1393616430,36.29756,139.604564,2,1,9999,9999,1,1
true,41,104,6,2,0,1,30000,0,204,2023,1,11,12,38,12,6,53,16,44,1,2,1,14,1,0,0,0,0,1,9,1,70,4,2,21,35,1,3,14,31,31,1,11,1,1,11,11,3,3,30,10,3,3,2,2,2,2,2,4,361803269,1393254920,36.300908,139.548589,4,3,9999,9999,5,1
true,41,104,7,2,0,2,10670,0,204,2023,1,12,18,45,22,6,52,16,45,1,3,1,14,7,0,0,0,0,3,9,1,70,5,2,21,35,25,4,4,31,31,1,1,1,1,11,11,3,3,10,31,2,2,1,2,2,2,4,2,361929888,1393746060,36.324969,139.629461,5,3,9999,9999,1,1
true,41,104,8,2,0,1,10070,0,204,2023,1,11,7,36,11,6,53,16,44,1,3,1,14,1,0,0,0,0,3,9,1,70,1,2,21,25,45,13,4,31,31,11,1,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,2,361651884,1393333196,36.281079,139.559221,4,3,9999,9999,1,4
true,41,104,9,2,0,1,30000,0,204,2023,1,18,7,31,11,6,51,16,51,1,2,1,14,7,0,0,0,0,3,9,1,70,4,2,21,45,1,3,51,31,41,1,0,1,0,11,0,3,0,51,32,3,3,2,0,2,0,4,2,362050489,1393327169,36.347358,139.557547,4,3,9999,0,9,0
true,41,104,10,2,0,1,30000,0,204,2023,1,11,7,3,11,6,53,16,44,1,3,1,1,1,9,22,9,22,15,9,30,70,5,2,21,55,1,3,51,31,41,1,0,1,0,11,0,3,0,80,30,3,3,2,0,2,0,4,2,361747414,1393507660,36.296504,139.585461,4,3,9999,0,9,0
true,41,104,11,2,0,1,22700,0,204,2023,1,10,12,50,12,6,53,16,43,1,3,1,14,1,0,0,0,0,3,9,1,70,1,2,21,55,75,3,4,31,31,1,1,1,1,11,11,4,4,30,10,3,3,2,2,2,2,2,4,362030149,1393420078,36.341708,139.572244,3,3,9999,9999,9,9
true,41,104,12,2,0,1,20000,0,204,2023,1,10,13,19,12,6,53,16,43,1,3,1,14,1,0,0,0,0,3,9,1,70,5,4,21,75,55,4,4,31,31,1,1,1,1,11,11,4,4,0,30,3,3,2,2,2,2,4,2,362149046,1393245586,36.363624,139.545996,3,3,9999,9999,9,9
true,41,104,13,2,0,1,22700,0,204,2023,1,12,9,17,12,6,52,16,45,1,2,1,14,7,0,0,0,0,3,9,1,70,4,2,21,25,75,3,4,31,31,1,1,1,1,11,11,4,3,33,11,3,3,2,2,2,2,2,4,361823800,1393621254,36.306611,139.605904,5,3,9999,71,5,9
true,41,104,14,2,0,1,10090,0,204,2023,1,14,6,43,23,6,52,16,47,1,1,1,14,7,0,0,0,0,4,9,1,70,5,2,21,25,1,4,14,31,31,1,11,1,2,11,11,4,4,66,88,2,2,2,2,1,2,2,4,361838303,1393530173,36.31064,139.591715,7,3,9999,0,5,0
true,41,104,15,2,0,1,99000,0,204,2023,1,23,7,24,11,6,49,16,56,2,2,1,0,7,0,0,0,0,0,0,20,70,0,4,21,25,35,3,51,31,41,1,0,1,0,11,0,10,0,63,22,3,3,2,0,2,0,4,2,361745665,1393602509,36.296018,139.600697,2,3,9999,0,1,0
true,41,104,16,2,0,1,99000,0,204,2022,12,24,19,51,22,6,50,16,30,1,2,1,0,7,0,0,0,0,0,0,20,70,0,4,21,1,25,3,3,31,31,1,1,1,1,11,11,10,10,88,11,3,3,2,2,2,2,4,4,361746374,1393537082,36.296215,139.593634,7,3,9999,9999,5,1
true,41,104,17,2,0,1,30000,0,204,2023,1,23,16,55,13,6,49,16,56,2,3,1,14,7,0,0,0,0,1,9,1,70,5,4,41,45,0,51,76,41,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,2,0,361930454,1393257127,36.325126,139.549202,2,3,0,0,0,0
true,41,104,18,2,0,1,30000,0,204,2023,1,15,10,15,12,6,52,16,48,1,2,1,14,7,0,0,0,0,3,9,1,70,5,4,21,25,25,4,4,31,31,1,1,1,1,11,11,3,3,10,30,3,3,2,2,2,2,4,2,361824876,1393442438,36.30691,139.578455,1,3,9999,9999,1,9
true,41,104,19,1,1,0,30000,0,204,2023,1,28,12,29,12,6,46,17,1,1,3,1,1,2,9,22,1,21,14,9,30,70,5,2,21,65,75,17,51,1,41,11,0,2,0,11,0,3,0,15,44,2,1,2,0,2,0,4,1,362243795,1393425079,36.378832,139.573633,7,3,9999,0,9,0
true,41,105,1,2,0,2,30000,0,205,2022,12,19,12,13,12,6,47,16,27,2,1,1,14,7,0,0,0,0,4,8,1,70,4,2,21,25,75,4,14,31,31,1,11,1,1,11,11,3,3,30,10,3,3,2,2,2,2,2,4,363359472,1394554108,36.56652,139.76503,2,3,9999,305,5,9
true,41,105,2,2,0,1,30000,0,205,2023,1,5,8,13,12,6,53,16,38,1,1,1,1,7,1,21,9,22,18,9,30,70,5,4,21,75,45,3,3,31,31,1,1,1,1,11,11,10,10,10,81,2,2,2,2,2,2,4,2,363318986,1394602150,36.555274,139.767264,5,3,638,9999,9,9
true,41,105,3,2,0,3,22680,0,205,2023,1,8,12,36,12,6,53,16,41,1,1,1,1,7,9,22,1,21,14,2,30,70,1,2,21,35,1,3,4,31,31,1,1,1,1,11,11,4,4,81,52,2,2,1,2,2,2,2,4,363337897,1394707530,36.560527,139.785425,1,2,9999,9999,1,1
true,41,105,4,2,0,1,21550,0,205,2023,1,11,6,15,23,6,53,16,44,1,2,1,14,7,0,0,0,0,3,9,20,70,4,2,1,45,35,4,61,31,0,1,0,1,0,11,0,3,0,80,0,3,0,2,0,2,0,4,2,362919921,1394715515,36.488867,139.787643,4,3,9999,0,1,0
true,41,105,5,2,0,1,99000,0,205,2022,12,14,13,30,12,6,44,16,26,1,2,1,0,7,0,0,0,0,0,0,20,70,0,4,21,55,55,3,13,31,31,1,11,1,1,11,11,10,10,77,22,3,3,2,2,2,2,4,2,363318367,1394448232,36.555102,139.746731,4,3,9999,9999,9,9
true,41,105,6,2,0,1,10040,0,205,2023,1,13,17,50,22,6,52,16,46,2,2,1,14,7,0,0,0,0,1,9,1,70,4,2,21,25,25,3,4,31,31,1,1,1,1,11,11,4,4,30,10,3,1,2,1,2,2,2,4,363402509,1394615681,36.567364,139.771023,6,3,9999,9999,1,5
true,41,105,7,2,0,1,1210,0,205,2023,1,16,7,38,11,6,51,16,49,3,2,2,14,7,0,0,0,0,3,9,20,70,4,2,21,55,45,4,4,31,31,1,1,1,1,11,11,3,3,80,50,2,2,2,2,2,2,4,2,363149055,1394756468,36.530293,139.799019,2,3,9999,9999,1,1
true,41,105,8,2,0,1,30000,0,205,2023,1,17,15,20,12,6,51,16,50,1,2,1,1,7,9,22,1,21,15,9,30,70,5,3,21,25,1,4,51,31,41,1,0,1,0,11,0,10,0,80,20,3,3,2,0,2,0,4,2,363250636,1394555822,36.547399,139.765506,3,3,9999,0,1,0
true,41,105,9,2,0,1,20000,0,205,2023,1,18,9,47,12,6,51,16,51,1,3,1,1,7,1,21,9,22,15,9,30,70,4,2,21,65,65,3,4,31,31,1,1,1,1,11,11,5,5,10,52,3,2,2,2,2,2,4,2,363047239,1394247405,36.513122,139.713168,4,3,9999,9999,9,9
true,41,105,10,2,0,1,1210,0,205,2022,12,27,14,52,12,6,51,16,32,1,1,1,14,7,0,0,0,0,3,9,1,70,4,2,21,55,25,3,4,31,31,1,1,1,1,11,11,10,3,88,22,3,3,2,2,2,2,4,2,363349774,1394447620,36.563826,139.746561,3,3,9999,9999,9,5
true,41,105,11,2,0,2,10150,0,205,2022,12,26,12,0,12,6,51,16,31,1,3,1,14,7,0,0,0,0,3,9,20,70,4,2,21,65,65,4,4,31,31,1,1,1,1,11,11,3,3,11,33,3,3,1,2,1,2,4,2,363103742,1394048162,36.517706,139.680045,2,3,9999,9999,9,9
true,41,105,12,2,0,1,30000,0,205,2022,12,21,16,41,21,6,48,16,28,2,2,1,1,7,9,22,1,21,15,9,30,70,5,3,21,35,1,14,51,31,41,11,0,1,0,11,0,10,0,10,40,3,3,2,0,2,0,4,2,363241773,1394438112,36.544937,139.74392,4,3,9999,0,1,0
true,41,105,13,2,0,1,1210,0,205,2022,11,30,7,55,12,6,32,16,25,3,1,2,1,7,9,22,9,22,14,6,30,70,1,2,21,25,1,4,51,31,41,1,0,1,0,11,0,10,0,50,20,3,3,2,0,2,0,4,2,363215547,1394737633,36.537652,139.793787,4,3,9999,0,1,0
true,41,105,14,2,0,1,30000,0,205,2023,1,23,17,10,21,6,49,16,56,2,1,1,12,7,0,0,0,0,4,9,1,70,4,2,21,35,45,3,4,31,31,1,1,1,1,11,11,3,3,30,10,2,2,2,2,2,2,2,4,363350396,1394521920,36.563999,139.756089,2,3,9999,9999,1,5
true,41,105,15,2,0,1,10370,0,205,2022,12,23,9,10,12,6,49,16,29,1,3,1,14,7,0,0,0,0,3,9,1,70,4,4,21,45,35,12,4,31,31,11,1,1,1,11,11,3,3,10,20,3,3,2,2,2,2,4,2,363212689,1394437781,36.536858,139.743828,6,3,9999,9999,1,1
true,41,105,16,2,0,2,22680,0,205,2023,1,17,7,10,11,6,51,16,50,1,3,1,14,7,0,0,0,0,3,9,1,70,4,2,21,55,55,3,4,31,31,1,1,1,1,11,11,4,4,31,11,2,1,2,1,2,2,2,4,363516660,1394541209,36.587961,139.761447,3,3,9999,9999,9,5
true,41,105,17,2,0,1,30000,0,205,2023,1,28,8,13,12,6,46,17,1,1,3,1,1,7,9,22,1,21,11,1,30,70,5,4,21,35,45,3,13,31,31,1,11,1,1,11,11,3,3,10,0,1,2,2,1,2,2,2,4,363121914,1394649400,36.522754,139.780389,7,3,9999,9999,1,5
true,41,105,18,2,0,1,30000,0,205,2023,1,28,19,32,22,6,46,17,1,1,1,1,7,7,0,0,0,0,3,9,1,70,4,2,21,25,1,4,31,31,31,1,0,1,0,11,11,4,4,60,10,3,3,2,0,2,0,2,4,363309360,1394639616,36.5526,139.777671,7,3,9999,9999,1,5
true,41,106,1,2,0,3,2940,0,209,2023,1,1,16,20,13,6,52,16,35,1,2,1,14,1,0,0,0,0,3,9,1,70,4,2,21,35,55,4,4,31,31,1,1,1,1,11,11,4,4,10,30,3,3,2,2,2,2,4,2,362555560,1400033797,36.4321,140.009388,1,1,9999,9999,1,9
true,41,106,2,2,0,1,30000,0,345,2022,12,27,13,53,12,6,51,16,32,1,2,1,1,1,9,22,0,0,15,9,30,70,4,2,1,55,45,14,61,1,0,11,0,1,0,11,0,10,0,10,0,3,0,2,0,2,0,4,2,363300468,1400346224,36.55013,140.06284,3,3,9999,0,9,0
true,41,106,3,2,0,1,30000,0,209,2022,12,21,9,1,12,6,48,16,28,1,3,1,14,7,0,0,0,0,4,9,1,70,4,3,21,45,25,17,3,31,31,11,1,1,1,11,11,5,5,13,13,3,3,2,2,2,2,2,4,362805866,1400014162,36.468296,140.003934,4,3,9999,9999,1,2
true,41,106,4,2,0,1,30000,0,209,2023,1,16,10,0,12,6,51,16,49,2,1,1,14,7,0,0,0,0,4,7,1,70,4,3,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,362602044,1400011974,36.433901,140.003326,2,3,0,0,0,0
true,41,106,5,2,0,1,10460,0,209,2023,1,17,19,58,22,6,51,16,50,2,3,1,1,2,9,22,0,0,15,9,30,70,4,2,1,55,55,3,61,31,0,1,0,1,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,362640308,1400046386,36.44453,140.012885,3,3,9999,0,9,0
true,41,106,6,2,0,1,2940,0,342,2023,1,18,11,26,12,6,51,16,51,1,3,1,14,7,0,0,0,0,3,9,1,70,4,3,1,55,75,3,61,31,0,1,0,1,0,11,0,4,0,80,0,2,0,2,0,2,0,4,2,362809962,1400552494,36.469434,140.097915,4,3,9999,0,9,0
true,41,106,7,2,0,1,20000,0,209,2023,1,9,10,30,12,6,53,16,42,1,1,1,14,7,0,0,0,0,3,9,1,70,4,2,41,1,0,51,75,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,362622366,1400012049,36.439546,140.003347,2,1,0,0,0,0
true,41,106,8,2,0,1,2940,0,209,2023,1,20,6,10,23,6,50,16,53,1,1,1,1,1,9,22,0,0,18,9,30,70,4,2,1,45,75,3,61,31,0,1,0,1,0,11,0,10,0,80,0,3,0,2,0,2,0,4,2,362622070,1400119337,36.439464,140.022038,6,3,9999,0,9,0
true,41,106,9,2,0,3,2940,0,209,2023,1,20,1,20,22,6,50,16,53,3,2,2,14,7,0,0,0,0,4,9,1,70,4,2,21,55,45,11,12,1,1,11,11,1,1,11,11,5,5,50,15,2,2,2,2,2,2,2,2,362156981,1395753687,36.365828,139.964913,6,3,9999,9999,9,1
true,41,106,10,2,0,1,10690,0,345,2023,1,7,17,5,21,6,53,16,40,2,3,1,14,7,0,0,0,0,4,9,1,70,1,2,21,25,35,3,3,31,31,1,1,1,1,11,11,5,5,10,30,3,3,2,2,2,2,4,2,363259291,1400217542,36.549803,140.038206,7,3,9999,9999,1,5
true,41,106,11,2,0,1,30000,0,345,2023,1,17,6,38,23,6,51,16,50,1,3,1,7,7,0,0,0,0,3,9,1,70,5,4,21,35,45,3,3,31,31,1,1,1,1,11,11,10,10,50,50,3,3,2,2,2,2,4,2,363431812,1400004173,36.575503,140.001159,3,3,9999,9999,9,5
true,41,106,12,2,0,1,30000,0,209,2023,1,18,18,50,22,6,51,16,51,2,2,1,1,1,9,22,9,22,18,9,30,70,4,2,21,45,1,4,51,31,41,1,0,1,0,11,0,4,0,10,20,3,3,2,0,2,0,4,2,362634436,1400005278,36.442899,140.001466,4,3,9999,0,5,0
true,41,106,13,2,0,2,22570,0,209,2023,1,13,18,26,22,6,52,16,46,2,3,1,14,7,0,0,0,0,3,9,1,70,4,3,21,25,45,4,4,31,31,1,1,1,1,11,11,3,3,10,31,2,2,1,2,2,2,4,4,362616804,1400223158,36.438001,140.039766,6,3,9999,9999,1,1
true,41,106,14,2,0,2,30000,0,209,2023,1,20,15,11,12,6,50,16,53,1,1,1,1,1,9,22,9,22,17,9,30,70,5,3,21,25,45,3,4,31,31,1,1,1,1,11,11,1,10,10,30,2,3,2,2,2,2,4,2,362618434,1400029441,36.438454,140.008178,6,3,9999,9999,1,1
true,41,106,15,2,0,1,10410,0,342,2023,1,27,5,38,22,6,46,17,0,2,3,1,13,7,0,0,0,0,3,3,1,70,5,3,21,55,45,3,51,31,41,1,0,1,0,11,0,3,0,50,10,3,2,2,0,2,0,4,2,362747106,1400547656,36.463085,140.096571,6,3,9999,0,9,0
true,41,106,16,2,0,1,30000,0,209,2023,1,29,12,50,12,6,45,17,2,1,1,1,14,7,0,0,0,0,3,9,1,70,5,3,41,75,0,51,76,41,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,2,0,362656126,1400048658,36.448924,140.013516,1,3,0,0,0,0
true,41,106,17,2,0,1,30000,0,209,2023,1,28,10,40,12,6,46,17,1,1,1,1,14,7,0,0,0,0,3,9,1,70,5,4,21,55,1,3,4,31,31,1,1,1,1,11,11,10,10,74,74,3,3,2,2,2,2,4,2,362624371,1400118919,36.440103,140.021922,7,3,9999,9999,1,1
true,41,106,18,2,0,1,20000,0,342,2023,1,26,14,45,12,6,47,16,59,1,2,1,14,7,0,0,0,0,3,9,1,70,4,2,21,45,35,4,14,31,31,1,11,1,1,11,11,4,4,30,18,2,3,2,2,2,2,2,4,362850272,1400446229,36.480631,140.079508,5,3,9999,9999,9,1
true,41,107,1,2,0,1,30000,0,208,2023,1,2,14,19,12,6,53,16,36,1,3,1,14,7,0,0,0,0,2,9,1,70,5,4,1,55,1,4,61,31,0,1,0,1,0,11,0,10,0,10,0,3,0,2,0,2,0,4,2,361852557,1395158428,36.314599,139.86623,2,1,9999,0,9,0
true,41,107,2,2,0,2,41,773,208,2022,12,23,0,57,22,6,49,16,29,2,2,1,14,1,0,0,0,0,5,9,1,70,1,2,21,1,35,3,3,31,31,1,1,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,2,361942773,1395108305,36.328548,139.852307,6,3,9999,9999,1,1
true,41,107,3,2,0,1,30000,0,364,2023,1,5,6,44,23,6,53,16,38,1,1,1,14,7,0,0,0,0,2,9,1,70,5,4,41,65,0,51,76,41,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,2,0,361404384,1394404596,36.234551,139.73461,5,3,0,0,0,0
true,41,107,4,2,0,1,30000,0,208,2023,1,3,10,50,12,6,53,16,37,1,1,1,1,7,1,22,9,22,11,9,30,70,5,4,21,45,35,3,36,31,31,1,0,1,0,11,11,10,10,80,10,3,3,2,0,2,0,4,2,361736914,1394815581,36.293587,139.804328,3,3,9999,9999,4,5
true,41,107,5,2,0,1,10330,0,208,2023,1,7,11,20,12,6,53,16,40,1,1,1,14,7,0,0,0,0,2,9,1,70,4,2,41,1,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,361846480,1395006144,36.312911,139.83504,7,3,0,0,0,0
true,41,107,6,2,0,1,500,760,208,2023,1,7,13,32,12,6,53,16,40,1,2,1,14,7,0,0,0,0,4,9,1,70,1,2,21,35,65,3,14,31,31,1,11,1,1,11,11,10,10,30,10,3,3,2,2,2,2,2,4,361751270,1394930130,36.297575,139.825036,7,3,9999,9999,1,9
true,41,107,7,2,0,2,41,719,208,2023,1,2,2,55,22,6,53,16,36,1,2,1,7,1,0,0,0,0,5,9,1,70,1,2,21,25,1,3,3,31,31,1,1,1,1,11,11,10,10,10,30,2,2,1,1,2,2,4,2,361652219,1395009852,36.281172,139.83607,2,1,9999,9999,1,1
true,41,107,8,2,0,1,30000,0,208,2023,1,8,20,42,22,6,53,16,41,1,1,1,14,7,0,0,0,0,2,9,1,1,5,4,21,25,35,3,4,31,31,1,1,1,1,11,11,2,2,80,0,3,3,2,1,2,2,4,4,361824563,1394821838,36.306823,139.806066,1,2,9999,9999,1,9
true,41,107,9,2,0,2,10310,0,208,2023,1,5,11,50,12,6,53,16,38,1,3,1,14,7,0,0,0,0,3,9,1,70,4,3,21,65,25,3,4,31,31,1,1,1,1,11,11,10,10,30,10,3,3,2,2,2,2,2,4,362004445,1394656636,36.334568,139.782399,5,3,9999,9999,9,1
true,41,107,10,2,0,1,500,685,208,2022,12,21,17,45,22,6,48,16,28,1,3,1,14,7,0,0,0,0,5,9,1,70,1,2,21,45,35,3,14,31,31,1,11,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,2,361834315,1394507160,36.309532,139.751989,4,3,9999,9999,1,4
true,41,107,11,2,0,2,500,773,208,2023,1,9,7,20,11,6,53,16,42,1,2,1,14,7,0,0,0,0,5,9,1,70,1,2,21,25,45,3,13,31,31,1,11,1,1,11,11,10,10,10,31,3,3,2,2,2,2,4,2,361805191,1394802110,36.301442,139.800586,2,1,9999,9999,1,1
true,41,107,12,2,0,1,99000,0,208,2022,12,31,16,39,21,6,52,16,34,1,1,1,0,7,0,0,0,0,0,0,20,70,0,4,21,55,25,3,3,31,31,1,1,1,1,11,11,10,10,30,30,3,3,2,2,2,2,4,2,361703894,1394840993,36.284415,139.811387,7,2,9999,9999,9,1
true,41,107,13,2,0,1,30000,0,208,2023,1,12,19,50,22,6,52,16,45,1,1,1,1,7,9,22,0,0,14,9,30,70,4,2,1,45,65,13,61,31,0,11,0,1,0,11,0,3,0,80,0,3,0,2,0,2,0,4,2,361804385,1394954167,36.301218,139.831713,5,3,9999,0,9,0
true,41,107,14,2,0,1,10330,0,208,2023,1,11,18,44,22,6,53,16,44,1,3,1,14,7,0,0,0,0,3,9,1,70,2,2,21,25,55,3,14,31,31,1,11,1,1,11,11,10,10,10,30,3,3,2,2,2,2,2,4,361753750,1394948392,36.298264,139.830109,4,3,9999,9999,9,9
true,41,107,15,2,0,1,22650,0,208,2022,12,20,22,48,22,6,48,16,28,1,1,1,14,7,0,0,0,0,3,9,1,70,5,2,21,25,55,3,3,31,31,1,1,1,1,11,11,3,3,80,60,3,3,2,2,2,2,4,2,361920737,1394825171,36.322427,139.806992,3,3,9999,9999,4,4
true,41,107,16,2,0,1,10350,0,208,2023,1,14,13,10,12,6,52,16,47,2,3,1,14,7,0,0,0,0,3,9,1,70,5,2,41,75,0,51,75,41,0,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,2,0,361940750,1395320666,36.327986,139.889074,7,3,0,0,0,0
true,41,107,17,2,0,1,30000,0,208,2023,1,15,9,0,12,6,52,16,48,2,2,1,13,7,0,0,0,0,1,3,1,70,5,4,41,1,0,51,75,41,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,362112751,1394936066,36.353542,139.826685,1,3,0,0,0,0
true,41,107,18,2,0,1,10310,0,208,2023,1,16,8,17,12,6,51,16,49,3,2,2,1,7,9,22,9,22,15,9,30,70,4,2,21,35,1,3,51,31,41,1,0,1,0,11,0,10,0,80,10,3,3,2,0,2,0,4,2,362115487,1394538092,36.354302,139.760581,2,3,9999,0,1,0
true,41,107,19,2,0,1,10330,0,208,2023,1,17,6,27,23,6,51,16,50,1,1,1,1,7,9,22,1,21,15,9,30,70,4,2,21,35,55,11,4,1,31,11,1,1,1,11,11,4,10,20,10,3,2,2,1,2,2,2,4,361653123,1394956183,36.281423,139.832273,3,3,9999,0,1,0
true,41,107,20,2,0,1,30000,0,208,2023,1,20,15,20,12,6,50,16,53,1,2,1,1,7,9,22,9,22,14,9,30,70,5,2,21,65,1,3,51,31,41,1,0,1,0,11,0,3,0,50,40,3,3,2,0,2,0,4,2,361833782,1394856563,36.309384,139.815712,6,3,9999,0,9,0
true,41,107,21,2,0,1,40,813,208,2023,1,21,11,26,12,6,50,16,54,1,2,1,14,7,0,0,0,0,4,9,1,70,4,2,41,45,0,51,76,41,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,2,0,362018402,1394906200,36.338445,139.818389,7,3,0,0,0,0
true,41,107,22,2,0,1,30000,0,208,2023,1,19,8,50,12,6,50,16,52,1,1,1,1,7,1,21,1,21,11,9,30,70,5,4,21,65,45,4,14,31,31,1,11,1,1,11,11,10,10,30,0,3,3,2,2,2,2,4,2,361757991,1394854018,36.299442,139.815005,5,3,9999,9999,9,1
true,41,107,23,2,0,1,30000,0,208,2023,1,23,8,0,12,6,49,16,56,5,2,1,1,7,9,22,1,21,15,9,30,70,5,4,21,1,75,3,51,31,41,1,0,1,0,11,0,10,0,10,20,3,3,2,0,2,0,4,2,361600916,1394617054,36.266921,139.771404,2,3,9999,0,1,0
true,41,107,24,2,0,1,41,776,208,2023,1,23,8,33,12,6,49,16,56,5,2,1,14,7,0,0,0,0,6,9,1,70,1,2,21,35,55,11,17,31,31,11,11,1,1,11,11,10,10,10,30,3,3,2,2,2,2,4,2,361947903,1395108262,36.329973,139.852295,2,3,9999,9999,1,9
